specialty,link,question,answer
Gastroenterology,https://www.maxhealthcare.in/our-specialities/gastroenterology/faqs,How is Inflammatory Bowel Disease (IBD) diagnosed?,: Inflammatory bowel disease can be diagnosed from the following tests • Blood tests • Colonoscopy • Endoscopy • X-Ray • CT Scan • MRI
Gastroenterology,https://www.maxhealthcare.in/our-specialities/gastroenterology/faqs,Will I need to undergo an operation to cure Inflammatory Bowel Disease?,"It is not necessary that you are required to undergo an operation to cure IBD. Most of the cases can be treated without any operation and with the help of medicines. However, if the case is severe or critical then operation may be required. So treatment through an operation cannot be completely ruled out."
Gastroenterology,https://www.maxhealthcare.in/our-specialities/gastroenterology/faqs,Can IBD be treated with the help of natural remedies?,"IBD cannot be 100% treated naturally but it can delay or control the symptoms leading to inflammation of the bowel area. you need to have a: • Controlled diet – Healthy fruits, vegetables, limited dairy products, low fat food and fibre • Avoid Smoking • Exercise Properly • Destressing and regular relaxation"
Gastroenterology,https://www.maxhealthcare.in/our-specialities/gastroenterology/faqs,Do i require any post-surgery follow ups?,"Yes, post surgery follow up is very important, which is decided by your surgeon"
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,What all should i carry for my first appointment?,"Nothing in particular is required on the first appointment as the doctor usually take medical history i.e. history of any previous illnesses, previous surgeries, list of medications that you are on. If you have any recent test reports you may carry them along."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,How do i know if i am eligible for weight loss surgery?,"Weight-loss surgery is only recommended if the patient has had unsuccessful attempts at weight loss and sustenance and keep it off by dieting, changing your overall lifestyle and exercising alone. Doctors often use the body mass index (BMI) and health conditions such as type 2 diabetes and high blood pressure to determine which patients are most likely to benefit from weight-loss surgery. Patients who qualify are those with BMI above 32.5 kg/m2, with associated co-morbidities like diabetes etc or patients with BMI above 37.5 kg/m2, with or without associated co-morbidities.The right candidates are the ones who: 1) Have a BMI>32.5 and associated diseases like diabetes, hypertension, osteoarthritis, obstructive sleep apnea. 2) Have a BMI>37.5, with or without associated illnesses 3) Did not benefit from the weight loss management techniques 4) Are uncomfortable in performing routine activities due to excess weight"
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,Which all procedures do you perform?,The common procedures we perform are: • Gastric Bypass • Sleeve Gastrectomy • Minigastric bypass
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,Which procedure would you recommend for me?,"The procedure is recommended by the bariatric surgeon after considering various factors like BMI, associated co-morbid conditions, past medical history etc."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,What are the risks of weight loss surgery?,"During your counselling and evaluation, the doctor will explain the risks pertaining to each individual."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,How long is gastric bypass procedure?,It is 1.5 hours procedure and requires three to four days hospitalization.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,What are the pros and cons of Gastric Sleeve Surgery?,The Pros: • Eliminates the portion of the stomach that produces the hunger stimulating hormone (Gherlin). • Dumping Syndrome is not observed. The Cons: • A gastric sleeve is irreversible. • There are chances of weight regain in case the patient does not adhere to a healthy lifestyle.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,What are the pros and cons of Gastric Bypass Surgery?,"The Pros: • Weight loss is quick and sustained (long term). • Because weight loss is quick, weight-related health problems such as diabetes, high blood pressure, high cholesterol, arthritis, sleep apnea, and heartburn improve quickly. The Cons: • The surgery may result in dumping syndrome, which occurs when food moves too quickly through the stomach and intestines. Dumping syndrome can cause sweating, dizziness, nausea, and severe diarrhoea. Dumping syndrome happens in response to carbohydrate rich diet. However this can be easily avoided if you follow small dietary modifications suggested by the nutritionist. • Staple line leak."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,How much weight can i lose after surgery?,One loses approximately 60 to 80 % of excess body weight at a pace of 6 kilograms weight loss every month. The weight loss is long term and sustained.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,How long do i have to stay in hospital after surgery?,"Generally, hospital stay can be between three to four nights, unless there are situations demanding longer stay due to co-morbid conditions/high risk patients and adverse events."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,When can i resume my work?,It will depend on the type of surgery and the type of your work. You must plan to take out 7-10 days from work if recovery is uneventful.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,Should i exercise after weight loss surgery?,"Yes, regular exercise is necessary for maintaining weight loss."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,What are the lifestyle changes necessary post surgery?,• Eat small meals • Eat nutritious and balanced diet (high in protein and low in carbohydrates and fats). • Exercise regularly. • Regular follow up with your surgeon.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,Will i continue to take vitamins?,"Yes, you will require a lifetime of vitamin supplementation."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,"""What is the cost of procedure and Will my insurance cover the procedure cost?""",The cost will depend on the type of the procedure and the room category you opt for.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,"""Will my social relationships suffer because of weight loss surgery?""",No. You can opt for many healthy alternatives like foods and drinks at social functions with the help of your nutritionist.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,Will diabetes make the surgery riskier?,"Of the people diagnosed with type-2 diabetes, about 60 percent are also diagnosed as obese. This fact provides an interesting clue to the link between diabetes and obesity. Understanding what causes the disease will hopefully allow us to prevent diabetes in the future. Being overweight places extra stress on your body in a variety of ways, including your body’s ability to maintain proper blood glucose levels. In fact, being overweight can cause your body to become resistant to insulin. If you already have diabetes, this means you will need to take even more insulin to get sugar into your cells. And if you don’t have diabetes, the prolonged effects of the insulin resistance can eventually cause you to develop the disease. The good news is type 2 diabetes is largely preventable. Research studies have found that lifestyle changes and small amounts of weight loss in the range of 5-10% can prevent or delay the development of type 2 diabetes among high-risk adults. Lifestyle interventions including diet and moderate-intensity physical activity (such as walking for 150 minutes per week) were used in these research studies to produce small amounts of weight loss. The development of diabetes was reduced 40% to 60% during these studies that lasted 3 to 6 years. Preventing weight gain, increasing activity levels and working toward small amounts of weight loss if you are overweight can have a big impact on the likelihood that you will develop diabetes in the future. Managing your weight is the best thing you can do to prevent the development of diabetes."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,Is there a possibility that i might lose my hair after surgery?,"Not always observed and not true for everyone. However, since there are fat cells between your hair follicles, you can expect some hair loss which can be managed with a zinc rich diet and supplementation. Better quality hair will come back once the weight stabilizes."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,"""Can i get pregnant after weight loss surgery?""","Weight loss surgery improves fertility especially in women suffering with PCOD (Polycystic Ovarian Syndrome) and the ones who are having difficulty in conceiving. In fact, several women who are trying to conceive are advised to lose weight to increase the chance of conception and a healthy pregnancy."
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,"""How frequent should be the follow ups?""",Twice to thrice in the first year and then once in every year for atleast 5 years.
Bariatric/Weightloss Surgery,https://www.maxhealthcare.in/our-specialities/bariatric-weightloss-surgery/faqs,"""Is weight loss surgery reversible?""","It entirely depends on the type of procedure. Roux-en-Y Gastric bypass is reversible; however, sleeve gastrectomy is irreversible."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,What should I carry for my first appointment?,"The first appointment with your neurosciences doctor will include questions around your present condition and past medical history. It is required that you bring along all necessary documents like blood reports or a cardiac report, medications that you are taking and a list of questions you want to ask your neurologist. It is possible that your doctor can schedule a physical examination to examine your sensory and motor functions. Try wearing loose fitted clothes for a closer evaluation."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,What are the different types of neurological disorders?,"The neurological disorders primarily include diseases of: - Spinal cord - Brain - Nerves - Muscles The disorders are: - Stroke - Epilepsy - Migraine/Headaches - Parkinson’s - Multiple Sclerosis - Brain tumors - Brain Injuries - Alzheimer’s - Degenerative Spine Disorders - Slip Discs - Spinal Injury - Spinal Tumour, Spinal Deformities To Know more about all the Neurology Disorder"
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,What are early warning signs of neurological diseases?,You can witness: - Sudden numbness or weakness - Loss of hearing or speech difficulties - Confusion - Poor cognitive skills - Double vision - Difficulty in vision - Seizures - Difficulty in walking - Severe Headache - Bladder/ Blood Dysfunction
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,How will you evaluate a stroke patient?,"It is important to evaluate a stroke patient by doing either a CT scan or MRI of brain in the first 3 hours. For occlusive strokes, the clot bursting medication has to be administered within 3 to 4.5 hours of its onset. The urgency of the stroke has to be understood as some patients might require lifesaving surgery."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,How will you care for a brain stroke patient?,"Treatment and outcome of treating stroke entirely depends on how early are the patients bought to the hospital. It has been observed that the percentage of acute stroke patients arriving within the “Window Period” has significantly increased, causing more and more patients to be eligible for THROMBOLYTIC THERAPY. It is a treatment done to dissolve the clots in the blood vessels in order to improve the blood flow and avoid damage to the tissues and organs. This therapy provides a likelihood of recovery in about 40-50% patients, witnessing that there is a standard protocol for both Ischemic and hemorrhagic stroke with all advanced forms of treatment."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,Is it true that stroke makes patients aggressive?,"When the stroke patient returns home from the hospital, usually there is an excitement seen amongst the family members and relatives. Since the patient is aware that he will not be able to perform the tasks he used to before the stroke, it is best that the caregivers do not express their emotions on how they seem it is unfair. Even cheerful comments like how independent or strong he is, can backfire and make the person feel depressed. Often seen, that if the stroke occurs at a mature stage in life, it is difficult for the person to endure it. Slowly, the anguish and anger can creep inside the stroke patients and make them more frustrated."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,Is spine surgery a failure?,"No, spine surgery has a success rate of 92-95%. It is indicated for conditions like disc prolapse, spinal canal stenosis and spinal instability, Spine tumours, when the symptoms and signs pertaining to above conditions match the MRI findings. However, in the absence of neurological deficit like weakness in the limbs, loss of sensation, bowel/bladder disturbances, you should opt for a trial of adequate conservative management- the period of which is normally 3 weeks to 3 months. Conservative therapy can be in the form of analgesics, physiotherapy and lifestyle changes. Despite that, if the pain persists or if there is progression of symptoms, then surgery is advised. Indications for surgery include: - Onset of a new neurological deficit. - Bowel / Bladder problems - Failure of adequate conservative trial - Neurogenic intermittent claudication (pain, tingling & numbness in legs while walking) - Intractable back pain interfering with activities of daily living."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,"""What causes slipped disc? Are there any treatment options available?""","As you get older, your spinal discs start to lose their water content, making them less flexible and more likely to rupture. A slipped disc occurs when the outer case of the disc splits, resulting in the gel inside to bulge out of the disc. The damaged disc can put pressure on the whole spinal cord or on a single nerve. A slipped disc can cause pain both in the area of the protruding disc and in the area of the body controlled by the nerve that the disc is pressing on. Smoking also plays a role as it causes the discs to lose their natural flexibility. There are a number of factors that can put increased pressure and strain on your spine. These include: • bending awkwardly • Jobs that involve heavy or awkward lifting • Jobs that involve lots of sitting, particularly driving • being overweight or obese • Weight bearing sports, such as weightlifting • A traumatic injury to your back, such as a fall or accident Situations such as these can weaken the disc tissue and can sometimes lead to a slipped disc. An initial treatment will usually involve a combination of physiotherapy and medication to relieve the pain. Though in some severe cases like if the pain continues for more than 6 weeks, surgery may also be recommended to release the compressed nerve and remove a part of slipped disc."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,What is Stereotactic Radiation (SRt)?,"Delivered by several other devices like Cyberknife, Gamma Knife, Novalis, Primatom, X-Knife, Clinac IX, Synergy, TomoTherapy or Triology, it is a specialized type of external beam radiotherapy that targets very precisely at the tumor. This technique is suitable only for small and well defined tumors. The advantage of this radiotherapy is that it delivers the right amount of radiation to the cancer in a shorter amount of time than traditional treatments. Detailed imaging, computerized three dimensional treatment planning and precise treatment to deliver the radiation dose with extreme accuracy (i.e. stereotactically) is used for the treatment. A customized holder mask may be used to keep the body perfectly still during the treatment, or the treatment machine may have the ability to adjust the patient motion such as during breathing."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,Can high blood pressure cause a stroke?,"High or uncontrolled blood pressure can cause your blood vessels to rupture, leak or become narrow. It can also lead to the formation of blood clots in your brain, thereby restricting the blood flow and causing a stroke. The patient can sometimes also have a mini-stroke (Transient Ischemic Attack- TIA) that restricts the blood supply to the brain. This attack is often a warning that you are at a risk of a getting a serious stroke"
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,When is Epilepsy Surgery done?,"Surgery is done if seizures occur in a small area of brain and does not interfere with your language, speech, hearing and vision. In case the seizures occur in that portion of brain that controls your speech, movement and cognitive abilities, the doctor will keep you awake during the surgery. They will keep asking you questions during the procedure. If the seizures occur in that part of brain from where it cannot be removed, your surgeon will do a multiple subpial transection (i.e. making several incisions in your brain)- this is primarily done to prevent seizures in spreading to the other parts if brain."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,What causes Parkinson's disease?,"The cause of Parkinson's Disease is still unknown, although there is some evidence for the role of genetics, environmental factors (heavy metals, pesticides, head injury) or a combination of both. Directly inheriting the disease is quite rare. Only about 10 to 15 percent of all cases are genetic. The predominant symptoms that you can witness are: - Tremor (shaking of limbs) - Bradykinesia(slowness of activities) - Change in gait (walking) - Instability or tendency to fall and rigidity - Stooped posture The progression of these symptoms is variable in each patient and usually extends over 5-10 years. People with Parkinson's who seek expert care have better outcomes. They are at a lower risk of complications, have a better quality of life and even live longer. Parkinson’s is a life altering disease but not life threatening. If left untreated it can negatively impact the quality of life."
Neurosciences,https://www.maxhealthcare.in/our-specialities/neurosciences/faqs,How frequent should the follow ups be scheduled?,"1 week, 1 month, 3 months, 6 months, 1 year"
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,Who cannot get a Kidney Transplant?,"Several patients have an assumption that if they are old they cannot get a kidney transplant, but if you are otherwise healthy, age is not a factor in determining your transplant eligibility. However, there can be other factors that may prevent patients from getting a kidney transplant if: • Current life expectancy is less than 5 years • Recent cancer (other than most skin cancers) • Untreatable heart disease/ psychiatric illness • Missing dialysis appointments or signing off the machine early • Active substance abuse (alcohol or drugs) • Lack of health insurance or Medicare/ Medicaid coverage"
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,What are the benefits of living donor transplant?,"Kidney for a transplant may come from a person who has died (a deceased donor) or from a healthy living person who can be a family member, a friend who donates a kidney (a living donor). The benefit of living donor transplant is that the recipient will have a kidney immediately available to them. There is no waiting list. The surgery can take place while the recipient is relatively stable and is done as an elective procedure. This allows for surgery to occur in a healthier recipient who is expected to have better surgical outcomes."
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,Who can be a living donor?,"According to Indian transplant act, a living donor can only be the recipient’s first degree blood relative, i.e. mother, father, brother, sister or spouse on emotional ground. All kidney transplant patients personally arrange their legal donor."
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,Which kind of transplant happens faster?,"A living donor transplant happens faster if the living donor is available within one year; however, with a deceased donor transplant several patients have to wait for 3-5 years until a kidney is available is from a deceased donor."
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,Is there a difference between having a living or deceased donor transplant?,Yes. Living donor transplants last longer than deceased donor transplants because a living donor kidney is removed from a healthy donor and transplanted.
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,How is a possible living donor evaluated?,"Many variables are considered when evaluating a possible living donor. Living donors must be over 18 years of age, healthy, free of kidney disease and have normal blood pressure. The best matches come from full siblings (brothers or sisters). Areas of evaluation include the following. • Blood group (A, B, O) compatibility of donor and recipient. • Tissue typing: Once the donor’s blood group matches with the patient’s blood group, tissue typing is advised. Both the recipient and donors blood is tested HLA – A, B, & DR. Generally, 50% match is accepted. For spouse donor, even lower match is acceptable. • We have got an experience of performing ABO incompatible kidney transplant. Even if blood group of donor & recipients are not matching, then also transplant can be done. In modern era with the availability of plasmapheresis, adsorption filters and few special drugs, it can be made possible with comparable results."
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,What would happen if Kidney Transplant does not work? Would the patient die?,No. In case the transplant does not work the recipient can start or resume dialysis or pursue another transplant.
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,Can a person live longer with a transplant as compared to dialysis?,Yes. Patients who have a transplant done live longer than the patients who stay on dialysis. The transplanted kidney works whole day to remove total waste from the body. Dialysis removes little amount of waste only when the dialysis machine works.
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,What are the risks of having a kidney transplant?,It is true that getting a kidney transplant is better than having dialysis as there are chances of a higher survival. You can experience: • Excessive bleeding • Clotting of blood • Rejection/failure of donor kidney • Risk of severe infections from the donated kidney
Kidney Transplant,https://www.maxhealthcare.in/our-specialities/kidney-transplant/faqs,What should be the diet post-transplant?,"Excessive weight gain immediately after a transplant can be dangerous. It can lead to problems like high cholesterol, high blood pressure, diabetes. You need to be careful in choosing your diet and consume: • High-fiber foods rather than fried foods • Initially, you must consume rich sources of protein like eggs (avoid raw or uncooked eggs), chicken, and low fat dairy products. • At least 8 to 10 glasses of water. Refrain from having any calorie drinks, beverages or canned soups. • You should try to use olive oil instead of saturated fats like butter."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What all should I carry for my first appointment?,"For your first visit, you should carry the following things: 1. A list that describes your symptoms in detail (When, What, How Long). 2. Any recent (<1 year) medical investigations such as blood reports, etc. 3. A list of current medications your doctor has prescribed. 4. Any photographs you might have taken of the condition in its initial stages."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What can I expect from a visit with a dermatologist?,"A dermatologist is a doctor whose specialty involves treating conditions of the skin, hair & nails. At your first visit, your doctor will ask you symptoms of your condition, a detailed history and will conduct a physical examination. If necessary, he may prescribe investigative tests to find out the underlying condition. Moreover, he may also prescribe topical or systemic medication, depending on your diagnosis."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What conditions are a prerequisite to visit a dermatologist?,"As dermatology deals with the skin, hair and nails, you need to visit the dermatologist for: Skin: Pimples, Psoriasis, Dandruff, Cold sores, Hives, white spots, Boil, Warts, Skin outgrowth etc. Hair & Scalp: Hair fall, Hair loss, Dryness of hair, Dandruff, Scalp acne, Scalp folliculitis, Scalp ringworm, Folliculitis, Alopecia aerate etc. Nails: Pain & swelling in nails, Discoloration, changes of texture of nails."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What are the most common procedures for men and women?,"The most common procedures for men and women are cosmetic dermatological procedures such as acne removal, hair implant, chemical peel, laser skin treatment & fat reduction. Men – warts treatment, Cyst removal, laser hair reduction, laser treatment for pigmentation Women – Acne & acne scar , Laser hair removal , Botox , Fillers , skin pigmentation"
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What treatments are available for hair loss?,"Hair loss happens to everyone, averaging 50 – 100 hair per day. Presence of bald patches or extreme thinning suggests a need for treatment. After you meet your dermatologist, he may suggest one of the following hair fall treatments, depending on the extent of hair loss Medicin, Mesotherapy ,PRP ,Hair Transplantation (if required)"
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,How does regular diet affect my skin?,"A healthy diet affects skin conditions in the following ways:  Dietary intervention steers the course of the disease (acne)  Dermatological diseases are linked to systemic diseases; thus a regular diet affects the health in a positive way, leading to a favorable outcome (psoriasis)  A healthy diet can assist in preventing certain dermatological conditions (skin cancer, wrinkles)  Systemic medication (steroids) prescribed for dermatological conditions may increase the risk of other diseases. A regular diet helps reduce that risk For example, in the case of food allergies, there is a direct relationship between diet and skin conditions. Consumption of certain foods like chocolate, sea food, nuts dairy can lead to flare up of acne A fruit and vegetable based diet, rich in antioxidants and vitamin C & E can reduce the risks of skin cancer; a diet rich in meat, and full fat dairy increases the risk. A diet with high sugar content accelerates the rate of aging skin; herbs such as cinnamon, garlic, ginger, oregano & lipoic acid found in certain fruits and vegetables decelerates the rate of aging skin Dietary intervention in psoriasis reduces the cardiovascular risk. A diet rich in fruits and vegetables, whole grains & omega 3 fatty acids is recommended."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What products should I use to maintain my skin and hair?,"Depending on your need and the condition of your skin & hair, there are several products that can help in maintaining your skin and hair. There are natural as well as synthetic products, each with their respective advantages. Natural skin products such as olive oil, multani mitti (Fuller’s earth), yogurt, honey, papaya, potato, cucumber (dark circles). Natural hair products such as yogurt, egg, coconut oil can be used. Use unscented, hypoallergic and non-comedogenic creams, lotions and makeup."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,How common is acne among kids and adults and can it be treated?,"Acne is one of the most common skin diseases worldwide. Around 80% of people, between the ages of 11 – 30, suffer from acne. Depending on the type of acne, your dermatologist will provide you several treatment options. Mild acne (whiteheads, blackheads or pimples) is treated by gentle washing with warm water and mild soap. Application of benzoyl peroxide & salicylic acid is recommended. Moderate to severe acne (nodules, cysts) is treated by a combination of therapies. These include application of benzoyl peroxide, draining of large pimples & cysts by a medical professional, application of retinoids, gels, creams, topical antibiotics. In some cases, oral antibiotics & retinoids may be prescribed."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,Is hair transplantation the best method to grow back hair?,"Hair loss is a common condition, especially among men. It is important to treat excessive hair loss as early as possible. Hair transplant is a restorative procedure where hair follicles are transplanted from the back of the scalp (donor site) to the thinning area or bald spot (recipient site). As it is an auto transplant (your own follicles are used), there is a greater chance of success with the hair growing out is the same texture and colour. There is no need for any chemical intervention as the hair starts growing naturally within 2 to 3 months, completing in 8 to 10 months. It is one of the best methods in later stage of hair loss."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,What is skin cancer and how common is skin cancer?,"Skin cancer is a local, malignant type of cancer, originating from the cells that line up the membrane which separates the superficial layer of the skin from the deeper layers. It rarely metastasizes, limiting it’s potential to be a life-threatening disease. There are 3 types of skin cancer: basal cell carcinoma, squamous cell carcinoma and melanoma. There is an increased risk of developing skin cancer in people who are exposed to UV radiation, either via the sun or tanning beds. Fairer people are at a higher risk. Other risk factors include a suppressed immune system, exposure to radiation such as X rays and family history of skin cancer. More than 1/3rd of the cancer in the US is skin cancer. While the exact incidence in India is unknown, there has been an increase in the number of cases in the last decade."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,How does the sun damage the skin and what how can I reduce the damage caused by the sun?,"The sun’s UV rays can be detrimental to our skin. Prolonged exposure to the sun leads to the UV rays passing the superficial layers to reach the deeper layers, leading to damaging or killing the cells. Chronic exposure may result in skin cancer. You can reduce the damage caused by the sun in the following ways:  Use sunscreen with SPF 30 or higher  Limit your exposure in the sun, especially between 10 am to 2 pm  Gentle Exfoliate , removing the dead skin on a regular basis  Reapply sunscreen every 2-3 hours  Hydrate often and adequately  Topical ointments with vitamin C reduce the damage  Use protective gloves while driving to reduce exposure  Visit a dermatologist regularly"
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,Can skin cancer be cured? What is the success rate?,"If diagnosed and treated early, skin cancer can be cured as it is a localized malignancy. In fact, most people are cured after their initial surgery. The 5-year survival rate of those diagnosed with initial stage of skin cancer is 92%. The earlier one gets diagnosed, the higher the chances of a successful treatment."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,How do I know which products are right for my skin?,"Any product used on your skin should make it smooth, soft and clean. If there is any dryness, rash, inflammation, cracking, formation of scales or any allergic reaction, the product is not right for you. One need to choose face wash, sunscreen & night cream on the basis of skin type like dry normal or oily skin . Taking an allergen panel test helps in understanding the resin ponse of your body to certain chemicals and products. Test new products on a small area on the forearm before using all over your body."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,Will there be any side effects on my skin after taking medicines?,"If doctor prescribes any medicine he /she does align for side effects, in normal circumstances there are no side effects but in case there is contact your dermatologist ."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,How can I check that I might have skin cancer?,"Timing is extremely crucial when treating skin cancer as the earlier the diagnosis, the better the chances of treatment. Thus, there are a few self-checks one can conduct:  any change in shape, size, color of existing moles  Check areas that are not exposed to the sun, not limited to underneath the nails  Know what you are looking for: a) Melanoma – a new spot that may change color, size or shape b) Basal cell carcinoma – A lump or dry scaly area, which is red, pale or pearly in color c) Squamous cell carcinoma – Thickened, red, scaly spot that may ulcerate or bleed easily"
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,How effective is sunscreen for my skin?,"The sun UV rays damage the skin, leading to sun burn, hyperpigmentation or in some cases, skin cancer. Sunscreen is used to protect our skin from these harmful rays. UV rays are of two types – UVA & UVB. UVA prematurely wrinkles your skin & UVB causes damage to the skin, resulting in sunburn. The best type of sunscreen protects the skin from both. SPF is sun protection factor, which calculates how well our skin is protected from UVB rays. While SPF 30 is better than SPF 15, it isn’t twice as protective. Thus, it is better to choose a broad-spectrum sunscreen (protects from both UVA & UVB) rather than SPF Application of sunscreen is equally important as is the type of sunscreen used. One must reapply every 4 hours. If you are swimming or sweating, apply every 2 hourly. It should be applied on the skin exposed to the sun, including ears, bridge of the nose and back of the neck. While sunscreen is effective in protecting the skin, it is still limited protection. Try to cover up yourself during the day, especially between 10 am to 2pm and avoid sun exposure whenever possible."
Dermatology,https://www.maxhealthcare.in/our-specialities/dermatology/faqs,Do I require post-surgery follow ups?,"Depending on the type of surgery and the condition of the patient, you will be asked for post-surgery follow ups"
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,What are the different types of hearing loss?,"There are 3 types of hearing loss. Conductive Hearing loss- It is the loss that is caused to severe problems in the ear drum, ear canal, middle ear as well as its bone. Sensorineural hearing loss- It is also called as nerve related hearing loss because is it caused due to problems in the inner ear. Mixed Hearing loss- A combination of the Conductive and Sensorineural hearing loss i.e. there is damage in the middle, outer and inner ear."
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,Is hearing loss directly related to age?,"Age is one of the most crucial factors that can lead to hearing loss. As we grow older, we tend to lose our ability to hear. Presbycusis (Age-related hearing loss) can occur in ears, causing changes in the middle ear and subsequently making changes in the nerves from the ear to the brain."
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,What are the signs of hearing loss?,"Few signs that you can witness are: Trouble in understanding to what people are saying in a group, movies, or theatre or from another room Easily frustrated, irritated and recluse Asking frequently to repeat the conversations Louder volume of television or radio than required Continuous mumbling Don’t want to be the first person to start a conversation"
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,Will my speaking be affected if my hearing capacity reduces?,"This depends on the severity of the hearing loss one has gone through. If the loss is mild then there will not be prominent affects in your voice or speaking. But as the case gets more serious, problems in speaking can be more prominent like tone of the voice, rhythm, breathlessness, frequency control of the voice be affected."
